CAT.1;CAT.2;CAT.Libellé;Détails;Code CG;Libellé;Rubrique du bilan;Préfixe du compte particulier;Référence code économique;Liaison
1;2;3;;62204;Cotisations patronales à la sécurité sociale pour le personnel A.C.S. (primes syndicales incluses);I.C.;;O;0
1;2;3;;62206;Cotisations patronales à la sécurité sociale pour le personnel sous contrat d'insertion;I.C.;;O;0
1;2;3;;624;CHARGES PATRONALES DE PENSIONS;;;;0
1;2;3;;62402;Cotisations patronales ONSS à la caisse de pension du personnel statutaire;I.C.;;O;0
1;2;3;;62411;Cotisation de responsabilisation à l'ONSS;I.C.;;O;0
1;2;3;;62412;Cotisations patronales pour le 2ème pilier en faveur du personnel contractuel;I.C.;;O;0
1;2;3;;62448;Cotisations patronales pour les autres caisses de pension;I.C.;;O;0
1;2;3;;625;AUTRES INTERVENTIONS EN NUMERAIRE;;;;0
1;2;3;;62501;Autres interventions et avantages en numéraire pour les mandataires politiques;I.C.;;O;0
1;2;3;;62502;Autres interventions et avantages en numéraire pour le personnel statutaire;I.C.;;O;0
1;2;3;;62503;Autres interventions et avantages en numéraire pour le personnel contractuel;I.C.;;O;0
1;2;3;;62504;Autres interventions et avantages en numéraire pour le personnel ACS;I.C.;;O;0
1;2;3;;62506;Autres interventions et avantages en numéraire pour le personnel sous contrat d'insertion;I.C.;;O;0
1;2;3;;626;CHARGES DE PENSIONS ET DE RENTES;;;;0
1;2;3;;62601;Pensions et rentes des mandataires politiques directement à charge de l'entité;I.C.;;O;0
1;2;3;;62602;Pensions et rentes du personnel statutaire directement à charge de l'entité;I.C.;;O;0
1;2;3;;627;CHARGES D’ASSURANCES DU PERSONNEL;;;;0
1;2;3;;62701;Cotisations patronales diverses (AT, SMT, SSC,...) pour les mandataires;I.C.;;O;0
1;2;3;;62702;Cotisations patronales diverses (AT, SMT, SSC,...) pour le personnel statutaire;I.C.;;O;0
1;2;3;;62703;Cotisations patronales diverses (AT, SMT, SSC,...) pour le personnel contractuel;I.C.;;O;0
1;2;3;;62704;Cotisations patronales diverses (AT, SMT, SSC,...) pour le personnel ACS;I.C.;;O;0
1;2;3;;62706;Cotisations patronales diverses (AT, SMT, SSC,...) pour le personnel sous contrat d'insertion;I.C.;;O;0
1;2;3;;6299;Facturation interne frais de personnel;;;;0
1;2;3;;62999;Facturation interne service et biens divers d'exploitation;I.A.;;O;0
1;2;3;;63;SUBSIDES D’EXPLOITATION ACCORDES;;;;0
1;2;3;;631;SUBSIDES D’EXPLOITATION AUX ENTREPRISES;;;;0
1;2;3;;63121;Subsides directs et remboursements de frais d'exploitation accordés aux entreprises;I.D.1.;;O;0
1;2;3;;63122;Subsides indirects accordés aux entreprises;I.D.1.;;O;0
1;2;3;;632;SUBSIDES D’EXPLOITATION AUX MENAGES;;;;0
1;2;3;;63211;Subsides et primes directs accordés aux ménages;I.D.1.;;O;0
1;2;3;;63212;Transfert aux associations (cotisations et subsides );I.D.1.;;O;0
1;2;3;;634;SUBSIDES D’EXPLOITATION AUX POUVOIRS PUBLICS SUPERIEURS;;;;0
1;2;3;;63411;Contributions et avantages aux pouvoirs publics supérieurs dans les frais de fonctionnement de l'enseignement;I.D.1.;;O;0
1;2;3;;63412;Contributions aux frais de fonctionnement et de rémunérations supportés par les pouvoirs publics supérieurs;I.D.1.;;O;0
1;2;3;;636;SUBSIDES D’EXPLOITATION A L'ENSEIGNEMENT LIBRE ET AUX AUTRES POUVOIRS PUBLICS;;;;0
1;2;3;;63611;Contributions dans les traitements et les charges de pensions des enseignants supportés par les autres pouvoirs publics;I.D.1.;;O;0
1;2;3;;63612;Contributions dans les frais de fonctionnement de l'enseignement;I.D.1.;;O;0
1;2;3;;63613;Contributions dans les charges d’intérêts des autres pouvoirs publics;I.D.1.;;O;0
1;2;3;;63617;Contributions aux autres pouvoirs publics dans les charges de traitement et de fonctionnement;I.D.1.;;O;0
1;2;3;;63618;Contributions dans le déficit des hôpitaux publics;I.D.1.;;O;0
1;2;3;;63627;Subsides des pouvoirs publics à rétrocéder à d'autres pouvoirs publics;I.D.1.;;O;0
1;2;3;;638;DEPENSES SPECIFIQUES DE L’AIDE SOCIALE;;;;0
1;2;3;;63801;Octroi du revenu d'intégration (RI);I.D.2.;;O;0
1;2;3;;63802;Octroi de l'aide sociale équivalente au revenu d'intégration (ERI);I.D.2.;;O;0
1;2;3;;63811;Octroi de l'aide sociale directe (paiement aux bénéficiaires);I.D.2.;;O;0
1;2;3;;63812;Octroi de l'aide sociale indirecte (paiement à des tiers);I.D.2.;;O;0
1;2;3;;63814;Aide sociale relative aux fonctions (déficit social);I.D.2.;;O;0
1;2;3;;63815;Octroi de l'aide sociale en avances sur prestations sociales (paiement aux bénéficiaires);I.D.2.;;O;0
1;2;3;;6399;Facturation interne subside d'exploitation accordé;;;;0
1;2;3;;63999;Facturation interne subside d'exploitation accordé;I.A.;;O;0
1;2;3;;65;CHARGES FINANCIERES;;;;0
1;2;3;;651;CHARGES FINANCIERES DES EMPRUNTS A CHARGE DE L'ENTITE;;;;0
1;2;3;;65104;Charges financières des emprunts ;I.E.1.;;O;0
1;2;3;;65105;Charges financières des emprunts d’assainissement et de consolidation;I.E.1.;;O;0
1;2;3;;65106;Charges financières des emprunts de préfinancement;I.E.1.;;O;0
1;2;3;;65124;Charges financières des emprunts publics;I.E.1.;;O;0
1;2;3;;65134;Charges financières des emprunts à destination spécifique accordés par des autres pouvoirs publics;I.E.1.;;O;0
1;2;3;;65144;Charges financières des emprunts à charge de pouvoirs publics supérieurs;I.E.1.;;O;0
1;2;3;;652;CHARGES FINANCIERES DES EMPRUNTS A CHARGE DE TIERS;;;;0
1;2;3;;65214;Charges financières des emprunts à charge de tiers;I.E.1.;;O;0
1;2;3;;653;CHARGES FINANCIERES DES EMPRUNTS GARANTIS;;;;0
1;2;3;;65304;Intérêts débiteurs d’emprunts contractés par des tiers et garantis par l'entité;I.E.1.;;O;0
1;2;3;;654;CHARGES FINANCIERES DE LOCATION-FINANCEMENT;;;;0
1;2;3;;65424;Charges financières de location-financement;I.E.1.;;N;0
1;2;3;;657;CHARGES FINANCIERES DIVERSES;;;;0
1;2;3;;65722;Rentes viagères et perpétuelles à payer;I.E.2.;;O;0
1;2;3;;65726;Pertes de change;I.E.2.;;O;0
1;2;3;;65728;Intérêts débiteurs des comptes financiers;I.E.2.;;O;0
1;2;3;;658;FRAIS DE GESTION FINANCIERE;;;;0
1;2;3;;65801;Frais administratifs de la gestion financière;I.E.3.;;O;0
1;2;3;;65999;Facturation interne de dette;;;O;0
1;2;3;;66;AMORTISSEMENTS, REDUCTIONS DE VALEURS, REDUCTIONS DES STOCKS, REDRESSEMENTS, PROVISIONS;;;;0
1;2;3;;660;DOTATIONS AUX AMORTISSEMENTS;;;;0
1;2;3;;66014;Dotations aux amortissements des frais de restructuration des plans et études;IV.A.;;N;0
1;2;3;;66015;Dotations aux amortissements des droits d'exploitation de lits ;IV.A.;;N;0
1;2;3;;66016;Dotations aux amortissements des droits mobiliers  ;IV.A.;;N;0
1;2;3;;66020;Dotations aux amortissements des équipements, de l’entretien extraordinaire et des plantations sur terrains;IV.A.;;N;0
1;2;3;;66021;Dotations aux amortissements des bâtiments;IV.A.;;N;0
1;2;3;;66023;Dotations aux amortissements de la voirie;IV.A.;;N;0
1;2;3;;66024;Dotations aux amortissements des ouvrages d’art;IV.A.;;N;0
1;2;3;;66026;Dotations aux amortissements des cours et plans d’eau;IV.A.;;N;0
1;2;3;;66030;Dotations aux amortissements du mobilier, de la signalisation et des petits équipements de voirie;IV.A.;;N;0
1;2;3;;66031;Dotations aux amortissements du matériel de bureau;IV.A.;;N;0
1;2;3;;66032;Dotations aux amortissements du matériel roulant;IV.A.;;N;0
1;2;3;;66033;Dotations aux amortissements de machines et du matériel d’équipement et d’exploitation;IV.A.;;N;0
1;2;3;;66034;Dotations aux amortissements des autres investissements mobiliers;IV.A.;;N;0
1;2;3;;66061;Dotations aux amortissements des droits réels d’emphytéose et de superficie;IV.A.;;N;0
1;2;3;;661;REAJUSTEMENTS ANNUELS;;;;0
1;2;3;;66120;Réajustements annuels négatifs du patrimoine immobilier;IV.B.;;N;0
1;2;3;;662;DOTATIONS AUX REDUCTIONS DE VALEURS DE STOCKS;;;;0
1;2;3;;66201;Dotations aux réductions de valeurs de stocks;IV.C.;;N;0
1;2;3;;66202;Reprise de réductions de valeurs de stocks;IV.C.;;N;0
1;2;3;;664;VARIATION DES STOCKS;;;;0
1;2;3;;66400;Variations des stocks : réduction;IV.C.;;N;0
1;2;3;;665;DOTATIONS AUX REDUCTIONS DE VALEURS SUR CREANCES;;;;0
1;2;3;;66501;Dotations aux réductions de valeurs sur créances douteuses;IV.C.;;O;0
1;2;3;;66502;Reprise de réductions de créances;IV.D.;;O;0
1;2;3;;666;PROVISIONS;;;;0
1;2;3;;66621;Dotations aux provisions pour risques et charges;IV.E.;;N;0
1;2;3;;66622;Utilisations des provisions pour risques et charges;IV.E.;;N;0
1;2;3;;667;DOTATIONS AUX AMORTISSEMENTS DES SUBSIDES D’INVESTISSEMENT ACCORDES;;;;0
1;2;3;;66780;Dotations aux amortissements des subsides d’investissement accordés;IV.F.;;N;0
1;2;3;;67;CHARGES EXCEPTIONNELLES;;;;0
1;2;3;;671;CHARGES EXCEPTIONNELLES RELATIVES AU SERVICE ORDINAIRE;;;;0
1;2;3;;67100;Déficit de trésorerie (charges exceptionnelles du service ordinaire);VIII.A.;;O;0
1;2;3;;67101;Intérêts de retard, moratoires et charges assimilées;VIII.A.;;O;0
1;2;3;;67102;Contributions aux pertes d'exploitation d'entreprises publiques ;VIII.A.;;O;0
1;2;3;;67111;Restitution de la subvention du revenu d'intégration (RI) au pouvoir subisidiant;VIII.A.;;O;0
1;2;3;;67112;Remboursement des emprunts contractés par des tiers et garantis par l'entité;VIII.A.;;O;0
1;2;3;;67113;Restitution de la subvention de l'aide équivalente au revenu d'intégration (ERI) au pouvoir subisidant;VIII.A.;;O;0
1;2;3;;67114;Non-valeurs de droits constatés non perçus du service ordinaire;VIII.A.;;O;0
1;2;3;;67115;Remboursement de non-valeurs sur droits constatés perçus du service ordinaire;VIII.A.;;O;0
1;2;3;;67148;Restitution d'interventions spécifiques liées à l'octroi du revenu d'integration (RI) aux pouvoirs publics supérieurs;VIII.A.;;O;0
1;2;3;;67151;Réparation de dommages;VIII.A.;;O;0
1;2;3;;672;CHARGES EXCEPTIONNELLES DU SERVICE EXTRAORDINAIRE;;;;0
1;2;3;;67212;Non-valeurs de droits constatés non perçus du service extraordinaire;VIII.B.;;O;0
1;2;3;;67213;Remboursement de non-valeurs de droits constatés perçus du service extraordinaire;VIII.B.;;O;0
1;2;3;;67241;Moins-values sur réalisation d’actifs immobilisés;VIII.B.;;N;0
1;2;3;;67251;dédommagements extraordinaires accordés aux entreprises;VIII.B.;;O;0
1;2;3;;67252;Dédommagements extraordinaires accordés aux ménages;VIII.B.;;N;0
1;2;3;;67261;Primes de capitalisation pour fonds de pensions;VIII.B.;;O;0
1;2;3;;673;CHARGES EXCEPTIONNELLES NON BUDGETEES;;;;0
1;2;3;;67311;Réajustements négatifs exceptionnels;VIII.C.;;N;0
1;2;3;;67361;Dotations exceptionnelles aux amortissements des actifs immobilisés;VIII.C.;;N;0
1;2;3;;67371;Dotations aux réductions exceptionnelles de valeur des immobilisés;VIII.C.;;N;0
1;2;3;;67391;Charges diverses exceptionnelles;VIII.C.;;N;0
1;2;3;;68;DOTATIONS AUX RESERVES;;;;0
1;2;3;;685;DOTATIONS AUX RESERVES PROVENANT DU SERVICE ORDINAIRE;;;;0
1;2;3;;68504;Dotations du service ordinaire au fonds de réserve ordinaire;XI.A.;;N;0
1;2;3;;68505;Dotations du service ordinaire au fonds de réserve extraordinaire;XI.A.;;N;0
1;2;3;;68506;Dotations du service ordinaire au fonds de réserve des subsides ordinaires;XI.A.;;N;0
1;2;3;;686;DOTATIONS AUX RESERVES PROVENANT DU SERVICE EXTRAORDINAIRE;;;;0
1;2;3;;68601;Dotations du service extraordinaire au fonds de réserve ordinaire (Uniquement FRBRTC);XI.B.;;N;0
1;2;3;;68605;Dotations du service extraordinaire au fonds de réserve extraordinaire;XI.B.;;N;0
1;2;3;;69;RESULTATS;;;;0
1;2;3;;69201;Boni  d'exploitation à reporter;XVI.A.;;N;0
1;2;3;;69202;Boni  exceptionnel à reporter;XIV.B;;N;0
1;2;3;;7;PRODUITS PAR NATURE;;;;0
1;2;3;;70;PRODUITS DE LA FISCALITE;;;;0
1;2;3;;701;IMPOTS COMMUNAUX;;;;0
1;2;3;;70110;Taxes sur les prestations administratives;I'.A'.;;O;0
1;2;3;;70120;Taxes de remboursement;I'.A'.;;O;0
1;2;3;;70130;Taxes sur les prestations d'hygiène publique;I'.A'.;;O;0
1;2;3;;70140;Taxes sur les entreprises industrielles, commerciales et agricoles;I'.A'.;;O;0
1;2;3;;70150;Taxes sur les spectacles et divertissements;I'.A'.;;O;0
1;2;3;;70160;Taxes et redevances sur l'occupation du domaine public;I'.A'.;;O;0
1;2;3;;70170;Taxes sur le patrimoine;I'.A'.;;O;0
1;2;3;;70190;Autres taxes;I'.A'.;;O;0
1;2;3;;707;TAXES ADDITIONNELLES;;;;0
1;2;3;;70710;Taxe additionnelle au précompte immobilier;I'.A'.;;O;0
1;2;3;;70720;Taxe additionnelle à l’impôt des personnes physiques;I'.A'.;;O;0
1;2;3;;70730;Taxe additionnelle à la taxe sur les automobiles;I'.A'.;;O;0
1;2;3;;70740;Taxe additionnelle à la taxe sur les hébergements touristiques "City Tax";I'.A'.;;O;0
1;2;3;;70750;Taxe additionnelle à la taxe sur les pylônes, antennes et mâts GSM;I'.A'.;;N;0
1;2;3;;709;AMENDES;;;;0
1;2;3;;70910;Amendes;I'.A'.;;O;0
1;2;3;;71;PRODUITS D’EXPLOITATION;;;;0
1;2;3;;713;PRODUITS D’EXPLOITATION;;;;0
1;2;3;;7130;Produits des prestations;;;;0
1;2;3;;71301;Produits des prestations directes ;I'.B'.;;O;0
1;2;3;;71302;Récupération de prestations diverses;I'.B'.;;O;0
1;2;3;;71303;Intervention des bénéficiaires de services;I'.B'.;;O;0
1;2;3;;71304;Produits de location du matériel et du mobilier;I'.B'.;;O;0
1;2;3;;71305;Produits des droits d'entrée;I'.B'.;;O;0
1;2;3;;71306;Récupération des frais de poursuites et procédure;I'.B'.;;O;0
1;2;3;;71307;Produits des avantages octroyés au personnel et aux mandataires;I'.B'.;;O;0
1;2;3;;71308;Produits des ventes de biens;I'.B'.;;O;0
1;2;3;;71309;Produits des concessions de droit accordées et leurs taxes;I'.B'.;;O;0
1;2;3;;7131;Produits divers;;;;0
1;2;3;;71310;Récupération de l’aide sociale relative à la fonction;I'.B'.;;O;0
1;2;3;;71311;Produits de prestations pour les pouvoirs publics;I'.B'.;;O;0
1;2;3;;71319;Produits divers;I'.B'.;;O;0
1;2;3;;7132;Loyers;;;;0
1;2;3;;71320;Produits des locations (terrains inclus), de charges immobilières et de droits de passage;I'.B'.;;O;0
1;2;3;;7136;Produits de la vente de bois;;;;0
1;2;3;;71360;Produits de la vente de bois;I'.B'.;;O;0
1;2;3;;71999;Facturation interne ;;;;0
1;2;3;;71999;Facturation interne de fonctionnement;I'.B'.;;O;0
1;2;3;;72;CONTRIBUTIONS DANS LES CHARGES DE TRAITEMENT DU PERSONNEL PROPRE;;;;0
1;2;3;;721;CONTRIBUTIONS DANS LES CHARGES DE TRAITEMENTS DU PERSONNEL DETACHE;;;;0
1;2;3;;72111;Contributions des entreprises et ASBL dans les charges de traitement du personnel détaché et récupération de pensions à charge du privé;I'.C'.1'.;;O;0
1;2;3;;72141;Contributions des  pouvoirs publics supérieurs dans les charges de traitements du personnel détaché;I'.C'.1'.;;O;0
1;2;3;;72161;Contributions des autres pouvoirs publics dans les charges de traitements du personnel détaché;I'.C'.1'.;;O;0
1;2;3;;724;PRODUITS DE COTISATIONS DES MANDATAIRES;;;;0
1;2;3;;72401;Cotisations des mandataires pour la pension ;I'.C'.1'.;;O;0
1;2;3;;72999;Facturation interne contribution du personnel;;;;0
1;2;3;;72999;Facturation interne de personnel;I'.B'.;;O;0
1;2;3;;73;SUBSIDES D’EXPLOITATION OBTENUS;;;;0
1;2;3;;733;DONS MANUELS;;;;0
1;2;3;;73300;Autres contributions des entreprises et des ménages;I'.C'.2'.;;O;0
1;2;3;;734;SUBSIDES D’EXPLOITATION RECUS DES POUVOIRS PUBLICS SUPERIEURS;;;;0
1;2;3;;73401;Contributions des pouvoirs publics supérieurs dans les traitements du personnel enseignant;I'.C'.2'.;;O;0
1;2;3;;73403;Contributions des pouvoirs publics supérieurs dans les frais de fonctionnement de l’enseignement;I'.C'.2'.;;O;0
1;2;3;;73404;Contributions des pouvoirs publics supérieurs dans les frais de personnel;I'.C'.2'.;;O;0
1;2;3;;73405;Contributions des pouvoirs publics supérieurs à des fins spécifiques;I'.C'.2'.;;O;0
1;2;3;;73406;Dotation générale aux communes ou Fonds spécial de l'aide sociale;I'.C'.2'.;;O;0
1;2;3;;736;SUBSIDES D’EXPLOITATION RECUS DES AUTRES POUVOIRS PUBLICS;;;;0
1;2;3;;73611;Contributions des autres pouvoirs publics pour les traitements et les pensions des enseignants;I'.C'.2'.;;O;0
1;2;3;;73612;Intervention communale;I'.C'.2'.;;O;0
1;2;3;;73613;Contributions des autres pouvoirs publics dans les frais de fonctionnenent de l'enseignement;I'.C'.2'.;;O;0
1;2;3;;73614;Contributions des autres pouvoirs publics dans les frais de personnel;I'.C'.2'.;;O;0
1;2;3;;73619;Contributions des autres pouvoirs publics dans les autres frais d’exploitation;I'.C'.2'.;;O;0
1;2;3;;738;RECETTES SPECIFIQUES AIDE SOCIALE;;;;0
1;2;3;;73801;Récupération du revenu d'intégration (RI) auprès des bénéficiaires;I'.C'.3'.;;O;0
1;2;3;;73802;Récupération de l'aide sociale équivalente au revenu d'intégration (ERI) auprès des bénéficiaires;I'.C'.3'.;;O;0
1;2;3;;73803;Récupération du revenu d'intégration (RI) auprès des pouvoirs publics supérieurs;I'.C'.3'.;;O;0
1;2;3;;73804;Récupération de l'aide sociale équivalente au revenu d'intégration (ERI) auprès des pouvoirs publics supérieurs;I'.C'.3'.;;O;0
1;2;3;;73811;Récupération de l’aide sociale directe auprès des bénéficiaires ;I'.C'.3'.;;O;0
1;2;3;;73812;Récupération de l’aide sociale indirecte (paiement à des tiers) auprès des bénéficiaires;I'.C'.3'.;;O;0
1;2;3;;73814;Récupération de l'aide sociale relative aux fonctions (déficit social);I'.C'.3'.;;O;0
1;2;3;;73815;Récupération de l'aide sociale en avances sur prestations sociales auprès des bénéficiaires;I'.C'.3'.;;O;0
1;2;3;;73848;Récupération d'interventions spécifiques liées à l'octroi du revenu d'integration (RI) auprès des pouvoirs publics supérieurs;I'.C'.3'.;;O;0
1;2;3;;73999;Facturation interne de transfert;I'.C'.3'.;;O;0
1;2;3;;75;PRODUITS FINANCIERS;;;;0
1;2;3;;751;RECUPERATION DES CHARGES FINANCIERES DES EMPRUNTS A CHARGE DES  POUVOIRS PUBLICS SUPERIEURS;;;;0
1;2;3;;75144;Récupération auprès des pouvoirs publics supérieurs des charges financières des emprunts;I'.D'.1'.;;O;0
1;2;3;;75145;Contributions des pouvoirs publics supérieurs dans les charges financières des emprunts;I'.D'.1'.;;O;0
1;2;3;;752;RECUPERATION DES CHARGES FINANCIERES DES EMPRUNTS A CHARGE DE TIERS;;;;0
1;2;3;;75214;Récupération des charges financières des emprunts à charge de tiers;I'.D'.1'.;;O;0
1;2;3;;753;RECUPERATION DES CHARGES FINANCIERES DES EMPRUNTS GARANTIS;;;;0
1;2;3;;75304;Récupération auprès de tiers des charges financières d’emprunts garantis par l'entité;I'.D'.1'.;;O;0
1;2;3;;755;INTERETS DES PRETS;;;;0
1;2;3;;75504;Intérêts créditeurs de prêts accordés à plus d’un an ;I'.D'.1'.;;O;0
1;2;3;;757;PRODUITS FINANCIERS DIVERS;;;;0
1;2;3;;75711;Revenus de participations dans les entreprises;I'.D'.2'.;;O;0
1;2;3;;75721;Intérêts créditeurs des titres de placements;I'.D'.2'.;;O;0
1;2;3;;75726;Bénéfices de change ;I'.D'.2'.;;O;0
1;2;3;;75782;Produits des rentes viagères, perpétuelles et d'emphytéoses;I'.D'.2'.;;O;0
1;2;3;;75788;Intérêts créditeurs sur comptes financiers;I'.D'.2'.;;O;0
1;2;3;;75999;Facturation interne de dette;I'.D'.2'.;;O;0
1;2;3;;76;PLUS-VALUES, VARIATION DE STOCKS, REDRESSEMENTS, REDUCTIONS ET TRAVAUX INTERNES;;;;0
1;2;3;;761;REAJUSTEMENTS ANNUELS;;;;0
1;2;3;;76120;Réajustements annuels positifs sur le patrimoine immobilier;IV'.A’.;;N;0
1;2;3;;764;VARIATION DES STOCKS;;;;0
1;2;3;;76400;Variations de stocks : augmentation;IV'.B’.;;N;0
1;2;3;;767;REDUCTION DES SUBSIDES D’INVESTISSEMENT, DES DONS ET DES LEGS;;;;0
1;2;3;;76780;Réduction des subsides d’investissements, des dons et des legs reçus;IV'.C’.;;N;0
1;2;3;;769;TRAVAUX INTERNES;;;;0
1;2;3;;76900;Travaux internes portés en actifs immobilisés;IV'.D’.;;N;0
1;2;3;;77;PRODUITS EXCEPTIONNELS;;;;0
1;2;3;;771;PRODUITS EXCEPTIONNELS DU SERVICE ORDINAIRE;;;;0
1;2;3;;77100;Produits exceptionnels du service ordinaire (NC, ristournes, …);VIII'.A'.;;O;0
1;2;3;;77101;Récupération de charges de personnel (quote-part personnelle des chèques-repas incluse);VIII'.A'.;;O;0
1;2;3;;77103;Récupération des charges financières et des pertes d'exploitation ;VIII'.A'.;;O;0
1;2;3;;77104;Intérêts de retard créditeurs sur les créances;VIII'.A'.;;O;0
1;2;3;;77102;Récupération de transfert de revenus, indemnités petits dommage et excédents de trésorerie;VIII'.A'.;;O;0
1;2;3;;77111;Reprise des provisions pour risques et charges;VIII'.A'.;;N;0
1;2;3;;772;PRODUITS EXCEPTIONNELS DU SERVICE EXTRAORDINAIRE;;;;0
1;2;3;;77200;Récupération des transferts de revenus au secteur privé;VIII'.B'.;;O;0
1;2;3;;77201;Autres notes de crédit du service extraordinaire;VIII'.B'.;;O;0
1;2;3;;77202;Récupération des transferts de revenus au secteur public;VIII'.B'.;;O;0
1;2;3;;77241;Plus-values sur réalisation d’actifs immobilisés;VIII'.B’.;;N;0
1;2;3;;77251;Dédommagements extraordinaires des entreprises;VIII'.B'.;;O;0
1;2;3;;77252;Dédommagements en capital des pouvoirs publics supérieurs;VIII'.B'.;;O;0
1;2;3;;77253;Dédommagements en capital des autres pouvoirs publics;VIII'.B'.;;O;0
1;2;3;;77254;Dédommagements extraordinaires des ménages;VIII'.B'.;;N;0
1;2;3;;77261;Vente de biens immobiliers pris en emphytéose ou en droit de superficie;VIII'.B'.;;O;0
1;2;3;;773;PRODUITS EXCEPTIONNELS NON BUDGETES;;;;0
1;2;3;;77311;Réajustements positifs exceptionnels sur actifs immobilisés;VIII'.C’.;;N;0
1;2;3;;77361;Réduction exceptionnelle des subsides d’investissement;VIII'.C’.;;N;0
1;2;3;;77371;Plus-values exceptionnelles d'actifs immobilisés;VIII'.C’.;;N;0
1;2;3;;77391;Produits exceptionnels divers;VIII'.C’.;;N;0
1;2;3;;78;PRELEVEMENTS SUR RESERVES;;;;0
1;2;3;;785;PRELEVEMENT SUR RESERVES POUR LE SERVICE ORDINAIRE;;;;0
1;2;3;;78504;Prélèvement sur le fonds de réserve ordinaire en faveur du service ordinaire;XI'.A’.;;N;0
1;2;3;;78506;Prélèvement sur le fonds de subsides ordinaires pour le service ordinaire;XI'.A’.;;N;0
1;2;3;;786;PRELEVEMENT SUR RESERVES POUR LE SERVICE EXTRAORDINAIRE;;;;0
1;2;3;;78605;Prélèvement sur le fonds de réserve extraordinaire en faveur du service extraordinaire;XI'.B’.;;N;0
1;2;3;;79;RESULTATS;;;;0
1;2;3;;79201;Mali d'exploitation à reporter;XVI'.A’.;;N;0
1;2;3;;79202;Mali exceptionnel à reporter;XIV.B’;;N;0
